customer_id,full_name,birth_year,region,segment,annual_income,tenure_months,vulnerability_flag,data_classification
C000288,Synthetic Customer 0288,1990,Munster,Mass Market,37259.34,62,0,SYNTHETIC
C000289,Synthetic Customer 0289,1950,Leinster,Mass Market,44075.58,210,0,SYNTHETIC
C000290,Synthetic Customer 0290,1976,Ulster (ROI),Mass Market,43917.8,207,0,SYNTHETIC
C000291,Synthetic Customer 0291,2002,Leinster,Emerging Affluent,63841.04,164,0,SYNTHETIC
C000292,Synthetic Customer 0292,1959,Leinster,Mass Market,44537.99,168,0,SYNTHETIC
C000293,Synthetic Customer 0293,1963,Connacht,Emerging Affluent,33122.2,3,0,SYNTHETIC
C000294,Synthetic Customer 0294,1997,Leinster,Mass Market,22000,223,0,SYNTHETIC
C000295,Synthetic Customer 0295,1950,Leinster,Mass Market,53543.25,172,0,SYNTHETIC
C000296,Synthetic Customer 0296,1960,Leinster,Mass Market,88939.37,110,0,SYNTHETIC
C000297,Synthetic Customer 0297,1972,Leinster,Mass Market,55655.5,49,0,SYNTHETIC
C000298,Synthetic Customer 0298,1983,Connacht,Mass Market,25553.06,10,0,SYNTHETIC
C000299,Synthetic Customer 0299,1968,Dublin,Affluent,42375.92,100,0,SYNTHETIC
C000300,Synthetic Customer 0300,1966,Connacht,Mass Market,24143.07,163,0,SYNTHETIC
C000301,Synthetic Customer 0301,1974,Dublin,Mass Market,23126.4,90,1,SYNTHETIC
C000302,Synthetic Customer 0302,1976,Ulster (ROI),Mass Market,41523.87,119,1,SYNTHETIC
C000303,Synthetic Customer 0303,1953,Dublin,Emerging Affluent,47933.05,73,0,SYNTHETIC
C000304,Synthetic Customer 0304,1977,Dublin,Mass Market,32418.32,17,0,SYNTHETIC
C000305,Synthetic Customer 0305,1995,Connacht,Mass Market,34041.27,6,0,SYNTHETIC
C000306,Synthetic Customer 0306,2003,Connacht,Mass Market,29682.28,170,0,SYNTHETIC
C000307,Synthetic Customer 0307,1974,Leinster,Mass Market,46765.53,177,0,SYNTHETIC
C000308,Synthetic Customer 0308,1983,Leinster,Emerging Affluent,33999.89,68,0,SYNTHETIC
C000309,Synthetic Customer 0309,1949,Munster,Mass Market,39774.06,79,0,SYNTHETIC
C000310,Synthetic Customer 0310,1953,Dublin,Emerging Affluent,52467.1,189,0,SYNTHETIC
C000311,Synthetic Customer 0311,1949,Connacht,Emerging Affluent,31819.19,127,0,SYNTHETIC
C000312,Synthetic Customer 0312,1961,Connacht,Emerging Affluent,58004.28,239,0,SYNTHETIC
C000313,Synthetic Customer 0313,1993,Leinster,Mass Market,34658.4,14,0,SYNTHETIC
C000314,Synthetic Customer 0314,1994,Leinster,Emerging Affluent,22568.72,131,0,SYNTHETIC
C000315,Synthetic Customer 0315,1957,Munster,Mass Market,39211.85,174,0,SYNTHETIC
C000316,Synthetic Customer 0316,1957,Munster,Mass Market,26550.1,79,0,SYNTHETIC
C000317,Synthetic Customer 0317,1961,Dublin,Mass Market,42891.67,82,0,SYNTHETIC
C000318,Synthetic Customer 0318,1963,Munster,Mass Market,33484.67,228,0,SYNTHETIC
C000319,Synthetic Customer 0319,1957,Dublin,Mass Market,25453.17,21,0,SYNTHETIC
C000320,Synthetic Customer 0320,1998,Ulster (ROI),Mass Market,41368.99,230,0,SYNTHETIC
C000321,Synthetic Customer 0321,1993,Munster,Emerging Affluent,23193.84,130,0,SYNTHETIC
C000322,Synthetic Customer 0322,1990,Connacht,Mass Market,34423.82,1,1,SYNTHETIC
C000323,Synthetic Customer 0323,1992,Leinster,Mass Market,48073.8,76,0,SYNTHETIC
C000324,Synthetic Customer 0324,1956,Connacht,Mass Market,22000,212,0,SYNTHETIC
C000325,Synthetic Customer 0325,1974,Dublin,Affluent,33207.81,201,0,SYNTHETIC
C000326,Synthetic Customer 0326,1963,Leinster,Mass Market,31159.72,121,0,SYNTHETIC
C000327,Synthetic Customer 0327,1993,Ulster (ROI),Emerging Affluent,30036.35,138,0,SYNTHETIC
C000328,Synthetic Customer 0328,1965,Connacht,Mass Market,26381.72,216,0,SYNTHETIC
C000329,Synthetic Customer 0329,1954,Munster,Emerging Affluent,49527.23,40,0,SYNTHETIC
C000330,Synthetic Customer 0330,1972,Munster,Mass Market,59157.43,179,0,SYNTHETIC
C000331,Synthetic Customer 0331,1980,Dublin,Emerging Affluent,27539.17,177,0,SYNTHETIC
C000332,Synthetic Customer 0332,1985,Dublin,Affluent,46884.79,21,0,SYNTHETIC
C000333,Synthetic Customer 0333,1957,Connacht,Affluent,58140.2,112,0,SYNTHETIC
C000334,Synthetic Customer 0334,1949,Leinster,Mass Market,72294.11,237,0,SYNTHETIC
C000335,Synthetic Customer 0335,1979,Dublin,Emerging Affluent,44521.44,4,0,SYNTHETIC
C000336,Synthetic Customer 0336,1962,Ulster (ROI),Emerging Affluent,22000,163,0,SYNTHETIC
C000337,Synthetic Customer 0337,1998,Munster,Emerging Affluent,28947.08,162,0,SYNTHETIC
C000338,Synthetic Customer 0338,2003,Munster,Mass Market,44615.27,208,0,SYNTHETIC
C000339,Synthetic Customer 0339,2001,Leinster,Emerging Affluent,50882.07,110,0,SYNTHETIC
C000340,Synthetic Customer 0340,1970,Ulster (ROI),Emerging Affluent,109938.22,237,0,SYNTHETIC
C000341,Synthetic Customer 0341,1950,Leinster,Mass Market,22000,116,0,SYNTHETIC
C000342,Synthetic Customer 0342,1967,Dublin,Mass Market,41791.79,33,0,SYNTHETIC
C000343,Synthetic Customer 0343,2002,Ulster (ROI),Mass Market,22247.17,125,0,SYNTHETIC
C000344,Synthetic Customer 0344,1968,Dublin,Mass Market,35991.44,188,0,SYNTHETIC
C000345,Synthetic Customer 0345,1950,Connacht,Emerging Affluent,30025.0,120,0,SYNTHETIC
C000346,Synthetic Customer 0346,1998,Leinster,Mass Market,46263.57,179,0,SYNTHETIC
C000347,Synthetic Customer 0347,1966,Munster,Mass Market,70353.28,226,0,SYNTHETIC
C000348,Synthetic Customer 0348,1986,Dublin,Mass Market,22000,72,0,SYNTHETIC
C000349,Synthetic Customer 0349,1951,Dublin,Mass Market,92689.48,9,1,SYNTHETIC
C000350,Synthetic Customer 0350,1992,Munster,Affluent,41727.39,224,0,SYNTHETIC
C000351,Synthetic Customer 0351,1985,Connacht,Mass Market,37316.18,101,0,SYNTHETIC
C000352,Synthetic Customer 0352,1973,Leinster,Mass Market,44007.26,46,0,SYNTHETIC
C000353,Synthetic Customer 0353,1963,Leinster,Mass Market,34252.99,58,0,SYNTHETIC
C000354,Synthetic Customer 0354,1995,Connacht,Emerging Affluent,38414.1,128,0,SYNTHETIC
C000355,Synthetic Customer 0355,1993,Leinster,Mass Market,37696.74,184,0,SYNTHETIC
C000356,Synthetic Customer 0356,1967,Ulster (ROI),Emerging Affluent,94196.99,14,0,SYNTHETIC
C000357,Synthetic Customer 0357,1987,Leinster,Mass Market,35168.14,237,0,SYNTHETIC
C000358,Synthetic Customer 0358,1955,Munster,Mass Market,45947.42,197,0,SYNTHETIC
C000359,Synthetic Customer 0359,1956,Dublin,Emerging Affluent,99371.98,167,0,SYNTHETIC
C000360,Synthetic Customer 0360,1974,Connacht,Mass Market,40262.84,88,0,SYNTHETIC
C000361,Synthetic Customer 0361,1951,Dublin,Mass Market,51967.01,97,0,SYNTHETIC
C000362,Synthetic Customer 0362,1982,Connacht,Emerging Affluent,55826.37,225,0,SYNTHETIC
C000363,Synthetic Customer 0363,1967,Ulster (ROI),Mass Market,37195.52,95,0,SYNTHETIC
C000364,Synthetic Customer 0364,1966,Dublin,Mass Market,65839.38,180,0,SYNTHETIC
C000365,Synthetic Customer 0365,1998,Dublin,Mass Market,22000,49,0,SYNTHETIC
C000366,Synthetic Customer 0366,1966,Leinster,Affluent,67052.81,115,0,SYNTHETIC
C000367,Synthetic Customer 0367,1980,Connacht,Mass Market,46529.31,61,0,SYNTHETIC
C000368,Synthetic Customer 0368,2005,Dublin,Affluent,59565.64,51,0,SYNTHETIC
C000369,Synthetic Customer 0369,1965,Ulster (ROI),Affluent,37322.1,103,0,SYNTHETIC
C000370,Synthetic Customer 0370,1949,Leinster,Mass Market,91407.24,46,0,SYNTHETIC
C000371,Synthetic Customer 0371,1980,Dublin,Mass Market,22000,162,1,SYNTHETIC
C000372,Synthetic Customer 0372,1964,Leinster,Mass Market,33040.87,40,0,SYNTHETIC
C000373,Synthetic Customer 0373,1965,Leinster,Emerging Affluent,37869.93,191,0,SYNTHETIC
C000374,Synthetic Customer 0374,1986,Ulster (ROI),Mass Market,42868.36,82,0,SYNTHETIC
C000375,Synthetic Customer 0375,1983,Dublin,Mass Market,53453.98,93,0,SYNTHETIC
C000376,Synthetic Customer 0376,1994,Connacht,Mass Market,38135.9,233,0,SYNTHETIC
C000377,Synthetic Customer 0377,1997,Dublin,Mass Market,59348.43,200,0,SYNTHETIC
C000378,Synthetic Customer 0378,2001,Dublin,Emerging Affluent,33946.65,171,0,SYNTHETIC
C000379,Synthetic Customer 0379,2002,Munster,Mass Market,23033.04,115,0,SYNTHETIC
C000380,Synthetic Customer 0380,1988,Ulster (ROI),Mass Market,52069.16,81,0,SYNTHETIC
C000381,Synthetic Customer 0381,1949,Connacht,Mass Market,50491.3,219,0,SYNTHETIC
C000382,Synthetic Customer 0382,1953,Connacht,Mass Market,22000,11,0,SYNTHETIC
C000383,Synthetic Customer 0383,1967,Connacht,Mass Market,60260.89,113,0,SYNTHETIC
C000384,Synthetic Customer 0384,1995,Dublin,Emerging Affluent,70121.32,5,0,SYNTHETIC
C000385,Synthetic Customer 0385,2001,Leinster,Mass Market,41122.4,121,0,SYNTHETIC
C000386,Synthetic Customer 0386,1950,Munster,Mass Market,38791.85,23,0,SYNTHETIC
C000387,Synthetic Customer 0387,2004,Connacht,Mass Market,28779.3,220,0,SYNTHETIC
C000388,Synthetic Customer 0388,1980,Leinster,Mass Market,29866.92,79,0,SYNTHETIC
C000389,Synthetic Customer 0389,1989,Dublin,Mass Market,34616.5,170,0,SYNTHETIC
C000390,Synthetic Customer 0390,1965,Dublin,Mass Market,22000,168,1,SYNTHETIC
C000391,Synthetic Customer 0391,1952,Leinster,Mass Market,54290.32,63,0,SYNTHETIC
C000392,Synthetic Customer 0392,1980,Munster,Mass Market,29679.13,85,0,SYNTHETIC
C000393,Synthetic Customer 0393,1969,Connacht,Mass Market,74797.8,142,0,SYNTHETIC
C000394,Synthetic Customer 0394,1980,Dublin,Mass Market,45810.59,216,1,SYNTHETIC
C000395,Synthetic Customer 0395,1980,Ulster (ROI),Affluent,37589.35,173,0,SYNTHETIC
C000396,Synthetic Customer 0396,1977,Connacht,Mass Market,44161.63,19,0,SYNTHETIC
C000397,Synthetic Customer 0397,1969,Munster,Mass Market,35036.5,54,0,SYNTHETIC
C000398,Synthetic Customer 0398,1993,Leinster,Mass Market,23458.28,136,0,SYNTHETIC
C000399,Synthetic Customer 0399,1974,Dublin,Mass Market,22000,99,0,SYNTHETIC
C000400,Synthetic Customer 0400,1961,Dublin,Mass Market,67901.05,18,1,SYNTHETIC
C000401,Synthetic Customer 0401,1988,Munster,Emerging Affluent,39759.67,23,0,SYNTHETIC
C000402,Synthetic Customer 0402,1986,Leinster,Emerging Affluent,60238.19,192,0,SYNTHETIC
C000403,Synthetic Customer 0403,1987,Dublin,Emerging Affluent,42931.12,11,0,SYNTHETIC
C000404,Synthetic Customer 0404,1971,Connacht,Mass Market,86198.4,220,0,SYNTHETIC
C000405,Synthetic Customer 0405,1992,Connacht,Mass Market,22000,211,0,SYNTHETIC
C000406,Synthetic Customer 0406,1968,Munster,Mass Market,36565.88,235,0,SYNTHETIC
C000407,Synthetic Customer 0407,1980,Connacht,Mass Market,55914.03,141,0,SYNTHETIC
C000408,Synthetic Customer 0408,1969,Connacht,Mass Market,22895.53,62,0,SYNTHETIC
C000409,Synthetic Customer 0409,1971,Leinster,Mass Market,22000,186,0,SYNTHETIC
C000410,Synthetic Customer 0410,1983,Dublin,Emerging Affluent,34989.56,233,0,SYNTHETIC
C000411,Synthetic Customer 0411,1952,Connacht,Emerging Affluent,39102.1,36,0,SYNTHETIC
C000412,Synthetic Customer 0412,1952,Connacht,Mass Market,48428.88,223,0,SYNTHETIC
C000413,Synthetic Customer 0413,1993,Connacht,Mass Market,65218.2,157,0,SYNTHETIC
C000414,Synthetic Customer 0414,1984,Ulster (ROI),Mass Market,28020.77,23,1,SYNTHETIC
C000415,Synthetic Customer 0415,1960,Munster,Mass Market,52312.15,111,0,SYNTHETIC
C000416,Synthetic Customer 0416,1996,Leinster,Mass Market,23137.63,173,0,SYNTHETIC
C000417,Synthetic Customer 0417,1995,Connacht,Mass Market,22205.72,80,0,SYNTHETIC
C000418,Synthetic Customer 0418,1972,Dublin,Emerging Affluent,23580.32,52,0,SYNTHETIC
C000419,Synthetic Customer 0419,1959,Connacht,Mass Market,54876.56,121,0,SYNTHETIC
C000420,Synthetic Customer 0420,1977,Munster,Mass Market,22000,211,0,SYNTHETIC
C000421,Synthetic Customer 0421,1973,Dublin,Mass Market,50576.56,152,0,SYNTHETIC
C000422,Synthetic Customer 0422,1964,Leinster,Mass Market,37630.28,35,0,SYNTHETIC
C000423,Synthetic Customer 0423,1965,Connacht,Mass Market,35848.16,51,0,SYNTHETIC
C000424,Synthetic Customer 0424,1980,Dublin,Mass Market,23803.36,237,0,SYNTHETIC
C000425,Synthetic Customer 0425,1989,Ulster (ROI),Mass Market,52432.13,91,0,SYNTHETIC
C000426,Synthetic Customer 0426,1980,Connacht,Mass Market,28706.81,220,0,SYNTHETIC
C000427,Synthetic Customer 0427,1964,Dublin,Mass Market,36785.08,166,0,SYNTHETIC
C000428,Synthetic Customer 0428,1957,Connacht,Mass Market,45051.54,36,0,SYNTHETIC
C000429,Synthetic Customer 0429,1994,Connacht,Affluent,26161.77,196,1,SYNTHETIC
C000430,Synthetic Customer 0430,1958,Leinster,Mass Market,46826.13,82,0,SYNTHETIC
C000431,Synthetic Customer 0431,1978,Ulster (ROI),Mass Market,34376.88,26,1,SYNTHETIC
C000432,Synthetic Customer 0432,1974,Munster,Emerging Affluent,40419.31,185,0,SYNTHETIC
C000433,Synthetic Customer 0433,1958,Dublin,Mass Market,27582.02,212,0,SYNTHETIC
C000434,Synthetic Customer 0434,1979,Connacht,Emerging Affluent,33736.24,83,0,SYNTHETIC
C000435,Synthetic Customer 0435,1970,Leinster,Mass Market,91867.19,177,0,SYNTHETIC
C000436,Synthetic Customer 0436,1992,Munster,Mass Market,26355.15,178,1,SYNTHETIC
C000437,Synthetic Customer 0437,1993,Leinster,Mass Market,56223.54,163,0,SYNTHETIC
C000438,Synthetic Customer 0438,1962,Munster,Mass Market,86869.67,23,0,SYNTHETIC
C000439,Synthetic Customer 0439,1953,Dublin,Mass Market,22000,218,0,SYNTHETIC
C000440,Synthetic Customer 0440,1954,Leinster,Emerging Affluent,24870.5,153,0,SYNTHETIC
C000441,Synthetic Customer 0441,1953,Leinster,Mass Market,28776.96,40,0,SYNTHETIC
C000442,Synthetic Customer 0442,1970,Dublin,Mass Market,57808.25,196,0,SYNTHETIC
C000443,Synthetic Customer 0443,1993,Leinster,Emerging Affluent,61274.88,225,0,SYNTHETIC
C000444,Synthetic Customer 0444,1984,Leinster,Mass Market,32354.75,193,0,SYNTHETIC
C000445,Synthetic Customer 0445,1955,Ulster (ROI),Mass Market,79155.19,55,0,SYNTHETIC
C000446,Synthetic Customer 0446,1955,Dublin,Mass Market,47602.27,187,0,SYNTHETIC
C000447,Synthetic Customer 0447,1956,Leinster,Mass Market,48661.26,116,0,SYNTHETIC
C000448,Synthetic Customer 0448,1978,Munster,Mass Market,23190.37,44,0,SYNTHETIC
C000449,Synthetic Customer 0449,1995,Dublin,Affluent,71051.36,14,0,SYNTHETIC
C000450,Synthetic Customer 0450,1965,Munster,Affluent,104361.53,169,0,SYNTHETIC
C000451,Synthetic Customer 0451,1970,Ulster (ROI),Mass Market,57318.11,198,0,SYNTHETIC
C000452,Synthetic Customer 0452,1983,Munster,Mass Market,54314.47,38,0,SYNTHETIC
C000453,Synthetic Customer 0453,2003,Munster,Mass Market,37211.77,48,0,SYNTHETIC
C000454,Synthetic Customer 0454,1975,Connacht,Mass Market,22000,34,0,SYNTHETIC
C000455,Synthetic Customer 0455,1979,Leinster,Mass Market,22000,194,0,SYNTHETIC
C000456,Synthetic Customer 0456,1954,Dublin,Mass Market,65041.44,107,0,SYNTHETIC
C000457,Synthetic Customer 0457,1991,Dublin,Mass Market,85005.91,80,0,SYNTHETIC
C000458,Synthetic Customer 0458,1987,Dublin,Emerging Affluent,51060.21,232,0,SYNTHETIC
C000459,Synthetic Customer 0459,1960,Dublin,Emerging Affluent,27009.94,167,0,SYNTHETIC
C000460,Synthetic Customer 0460,1984,Leinster,Mass Market,76767.93,49,0,SYNTHETIC
C000461,Synthetic Customer 0461,1952,Dublin,Mass Market,57430.22,35,0,SYNTHETIC
C000462,Synthetic Customer 0462,1997,Ulster (ROI),Mass Market,34106.09,15,0,SYNTHETIC
C000463,Synthetic Customer 0463,1950,Leinster,Emerging Affluent,32676.94,180,0,SYNTHETIC
C000464,Synthetic Customer 0464,1997,Connacht,Emerging Affluent,49179.82,83,0,SYNTHETIC
C000465,Synthetic Customer 0465,1980,Leinster,Mass Market,47240.31,219,1,SYNTHETIC
C000466,Synthetic Customer 0466,1995,Dublin,Mass Market,56352.52,120,1,SYNTHETIC
C000467,Synthetic Customer 0467,1976,Leinster,Mass Market,70030.0,21,0,SYNTHETIC
C000468,Synthetic Customer 0468,1966,Ulster (ROI),Mass Market,38583.75,141,1,SYNTHETIC
C000469,Synthetic Customer 0469,2000,Leinster,Emerging Affluent,45744.59,111,0,SYNTHETIC
C000470,Synthetic Customer 0470,1963,Connacht,Emerging Affluent,22439.18,31,0,SYNTHETIC
C000471,Synthetic Customer 0471,2005,Dublin,Mass Market,46948.16,217,0,SYNTHETIC
C000472,Synthetic Customer 0472,1964,Leinster,Mass Market,52727.4,17,0,SYNTHETIC
C000473,Synthetic Customer 0473,1965,Dublin,Mass Market,34697.81,148,0,SYNTHETIC
C000474,Synthetic Customer 0474,1968,Munster,Mass Market,22210.13,167,0,SYNTHETIC
C000475,Synthetic Customer 0475,1984,Dublin,Affluent,74334.7,215,0,SYNTHETIC
C000476,Synthetic Customer 0476,1948,Dublin,Emerging Affluent,32496.45,81,1,SYNTHETIC
C000477,Synthetic Customer 0477,1956,Leinster,Mass Market,99328.7,73,0,SYNTHETIC
C000478,Synthetic Customer 0478,2003,Connacht,Mass Market,48489.52,35,0,SYNTHETIC
C000479,Synthetic Customer 0479,1994,Munster,Mass Market,50445.67,196,0,SYNTHETIC
C000480,Synthetic Customer 0480,1980,Connacht,Mass Market,22000,159,0,SYNTHETIC
C000481,Synthetic Customer 0481,1964,Dublin,Mass Market,59001.26,188,0,SYNTHETIC
C000482,Synthetic Customer 0482,1983,Leinster,Mass Market,40483.28,165,0,SYNTHETIC
C000483,Synthetic Customer 0483,1954,Munster,Mass Market,22000,226,0,SYNTHETIC
C000484,Synthetic Customer 0484,1989,Dublin,Emerging Affluent,36119.12,20,0,SYNTHETIC
C000485,Synthetic Customer 0485,1964,Dublin,Affluent,22000,61,1,SYNTHETIC
C000486,Synthetic Customer 0486,1951,Dublin,Mass Market,52823.74,108,0,SYNTHETIC
C000487,Synthetic Customer 0487,1993,Connacht,Mass Market,62311.19,75,0,SYNTHETIC
C000488,Synthetic Customer 0488,1970,Leinster,Mass Market,57248.43,45,0,SYNTHETIC
C000489,Synthetic Customer 0489,1963,Dublin,Affluent,46003.55,195,0,SYNTHETIC
C000490,Synthetic Customer 0490,1996,Connacht,Mass Market,55814.87,207,0,SYNTHETIC
C000491,Synthetic Customer 0491,1951,Dublin,Mass Market,43920.53,35,0,SYNTHETIC
C000492,Synthetic Customer 0492,1994,Dublin,Mass Market,22000,193,0,SYNTHETIC
C000493,Synthetic Customer 0493,1981,Dublin,Mass Market,28057.37,238,0,SYNTHETIC
C000494,Synthetic Customer 0494,1955,Connacht,Mass Market,41089.47,230,0,SYNTHETIC
C000495,Synthetic Customer 0495,1980,Munster,Mass Market,27885.22,43,0,SYNTHETIC
C000496,Synthetic Customer 0496,1956,Ulster (ROI),Mass Market,39637.57,144,0,SYNTHETIC
C000497,Synthetic Customer 0497,1977,Munster,Mass Market,38434.3,209,0,SYNTHETIC
C000498,Synthetic Customer 0498,1953,Dublin,Mass Market,48806.42,159,0,SYNTHETIC
C000499,Synthetic Customer 0499,1989,Leinster,Mass Market,35058.51,120,0,SYNTHETIC
C000500,Synthetic Customer 0500,1991,Leinster,Mass Market,33296.29,231,0,SYNTHETIC
C000501,Synthetic Customer 0501,1949,Leinster,Mass Market,22000,10,0,SYNTHETIC
C000502,Synthetic Customer 0502,1994,Dublin,Mass Market,24394.56,223,0,SYNTHETIC
C000503,Synthetic Customer 0503,1972,Dublin,Mass Market,22742.63,51,1,SYNTHETIC
C000504,Synthetic Customer 0504,1992,Leinster,Mass Market,24866.28,196,0,SYNTHETIC
C000505,Synthetic Customer 0505,1991,Dublin,Mass Market,46933.51,196,0,SYNTHETIC
C000506,Synthetic Customer 0506,1955,Munster,Mass Market,42820.41,159,0,SYNTHETIC
C000507,Synthetic Customer 0507,1997,Connacht,Affluent,41268.55,133,0,SYNTHETIC
C000508,Synthetic Customer 0508,1960,Dublin,Mass Market,54634.03,22,0,SYNTHETIC
C000509,Synthetic Customer 0509,1978,Leinster,Mass Market,32629.41,175,0,SYNTHETIC
C000510,Synthetic Customer 0510,1997,Leinster,Mass Market,22000,137,0,SYNTHETIC
C000511,Synthetic Customer 0511,1960,Connacht,Mass Market,72122.98,126,0,SYNTHETIC
C000512,Synthetic Customer 0512,1995,Dublin,Mass Market,53798.07,132,0,SYNTHETIC
C000513,Synthetic Customer 0513,1963,Leinster,Affluent,50399.19,226,0,SYNTHETIC
C000514,Synthetic Customer 0514,1992,Connacht,Mass Market,22775.82,30,0,SYNTHETIC
C000515,Synthetic Customer 0515,1958,Leinster,Mass Market,22000,64,0,SYNTHETIC
C000516,Synthetic Customer 0516,1967,Dublin,Mass Market,63700.24,31,0,SYNTHETIC
C000517,Synthetic Customer 0517,1970,Leinster,Mass Market,23554.26,49,0,SYNTHETIC
C000518,Synthetic Customer 0518,1958,Dublin,Mass Market,22000,133,0,SYNTHETIC
C000519,Synthetic Customer 0519,1997,Munster,Affluent,47947.22,102,0,SYNTHETIC
C000520,Synthetic Customer 0520,1953,Dublin,Mass Market,39027.67,129,0,SYNTHETIC
C000521,Synthetic Customer 0521,1961,Connacht,Mass Market,61828.54,48,0,SYNTHETIC
C000522,Synthetic Customer 0522,1955,Dublin,Emerging Affluent,48475.65,80,1,SYNTHETIC
C000523,Synthetic Customer 0523,1978,Dublin,Mass Market,33236.12,211,0,SYNTHETIC
C000524,Synthetic Customer 0524,1992,Dublin,Emerging Affluent,40242.28,133,0,SYNTHETIC
C000525,Synthetic Customer 0525,1989,Munster,Emerging Affluent,30731.83,16,0,SYNTHETIC
C000526,Synthetic Customer 0526,2004,Munster,Mass Market,32060.38,108,0,SYNTHETIC
C000527,Synthetic Customer 0527,2002,Leinster,Mass Market,44261.63,124,0,SYNTHETIC
C000528,Synthetic Customer 0528,1982,Dublin,Mass Market,33985.33,123,1,SYNTHETIC
C000529,Synthetic Customer 0529,1967,Leinster,Mass Market,49668.68,88,0,SYNTHETIC
C000530,Synthetic Customer 0530,1999,Leinster,Mass Market,41956.07,59,0,SYNTHETIC
C000531,Synthetic Customer 0531,1991,Leinster,Mass Market,22000,207,0,SYNTHETIC
C000532,Synthetic Customer 0532,1953,Leinster,Mass Market,22000,94,0,SYNTHETIC
C000533,Synthetic Customer 0533,1971,Munster,Affluent,44865.62,133,0,SYNTHETIC
C000534,Synthetic Customer 0534,1995,Ulster (ROI),Mass Market,49469.54,69,1,SYNTHETIC
C000535,Synthetic Customer 0535,1986,Dublin,Mass Market,42694.04,197,0,SYNTHETIC
C000536,Synthetic Customer 0536,1953,Dublin,Mass Market,41132.24,83,0,SYNTHETIC
C000537,Synthetic Customer 0537,1985,Munster,Mass Market,41932.29,71,0,SYNTHETIC
C000538,Synthetic Customer 0538,1979,Munster,Emerging Affluent,22000,186,0,SYNTHETIC
C000539,Synthetic Customer 0539,1982,Leinster,Mass Market,34810.74,78,0,SYNTHETIC
C000540,Synthetic Customer 0540,1983,Dublin,Mass Market,35267.96,83,0,SYNTHETIC
C000541,Synthetic Customer 0541,2004,Munster,Mass Market,42471.65,140,0,SYNTHETIC
C000542,Synthetic Customer 0542,1954,Dublin,Emerging Affluent,45835.57,237,1,SYNTHETIC
C000543,Synthetic Customer 0543,1975,Munster,Mass Market,72137.95,109,0,SYNTHETIC
C000544,Synthetic Customer 0544,1977,Dublin,Mass Market,43241.5,146,0,SYNTHETIC
C000545,Synthetic Customer 0545,1964,Connacht,Mass Market,50866.09,87,0,SYNTHETIC
C000546,Synthetic Customer 0546,1967,Dublin,Emerging Affluent,22000,82,0,SYNTHETIC
C000547,Synthetic Customer 0547,1950,Ulster (ROI),Mass Market,22276.63,109,0,SYNTHETIC
C000548,Synthetic Customer 0548,1954,Leinster,Mass Market,22000,4,0,SYNTHETIC
C000549,Synthetic Customer 0549,1955,Munster,Emerging Affluent,23744.2,206,0,SYNTHETIC
C000550,Synthetic Customer 0550,1989,Dublin,Mass Market,39834.22,89,0,SYNTHETIC
C000551,Synthetic Customer 0551,1995,Dublin,Mass Market,81143.48,84,0,SYNTHETIC
C000552,Synthetic Customer 0552,1974,Munster,Emerging Affluent,37508.86,51,0,SYNTHETIC
C000553,Synthetic Customer 0553,1955,Leinster,Mass Market,41951.11,98,0,SYNTHETIC
C000554,Synthetic Customer 0554,1970,Connacht,Emerging Affluent,23560.62,120,0,SYNTHETIC
C000555,Synthetic Customer 0555,1968,Leinster,Mass Market,22000,116,0,SYNTHETIC
C000556,Synthetic Customer 0556,1967,Connacht,Emerging Affluent,37627.61,98,0,SYNTHETIC
C000557,Synthetic Customer 0557,1985,Munster,Mass Market,48178.18,105,0,SYNTHETIC
C000558,Synthetic Customer 0558,1982,Leinster,Mass Market,78039.47,28,0,SYNTHETIC
C000559,Synthetic Customer 0559,1958,Dublin,Emerging Affluent,79735.01,105,0,SYNTHETIC
C000560,Synthetic Customer 0560,2002,Leinster,Mass Market,22000,41,0,SYNTHETIC
C000561,Synthetic Customer 0561,1955,Leinster,Mass Market,22000,5,0,SYNTHETIC
C000562,Synthetic Customer 0562,1973,Ulster (ROI),Mass Market,40522.24,62,0,SYNTHETIC
C000563,Synthetic Customer 0563,1953,Munster,Mass Market,73508.92,70,0,SYNTHETIC
C000564,Synthetic Customer 0564,1989,Ulster (ROI),Mass Market,95090.0,30,0,SYNTHETIC
C000565,Synthetic Customer 0565,1957,Dublin,Mass Market,65053.05,73,0,SYNTHETIC
C000566,Synthetic Customer 0566,1977,Dublin,Emerging Affluent,22000,222,0,SYNTHETIC
C000567,Synthetic Customer 0567,1955,Munster,Mass Market,32623.09,13,0,SYNTHETIC
C000568,Synthetic Customer 0568,1963,Ulster (ROI),Mass Market,31665.27,113,0,SYNTHETIC
C000569,Synthetic Customer 0569,1975,Munster,Emerging Affluent,22000,147,0,SYNTHETIC
C000570,Synthetic Customer 0570,2005,Ulster (ROI),Mass Market,36124.64,230,0,SYNTHETIC
C000571,Synthetic Customer 0571,1965,Ulster (ROI),Mass Market,54782.76,232,0,SYNTHETIC
C000572,Synthetic Customer 0572,1999,Leinster,Mass Market,26089.93,74,0,SYNTHETIC
C000573,Synthetic Customer 0573,1992,Connacht,Mass Market,54871.52,54,0,SYNTHETIC
C000574,Synthetic Customer 0574,2001,Connacht,Mass Market,23834.68,46,0,SYNTHETIC
