customer_id,full_name,region,segment,annual_income,vulnerability_flag,loan_id,outstanding_balance,utilisation_ratio,days_past_due,missed_payments_12m,annual_inflows,annual_outflows,affordability_ratio,risk_score,risk_band,recommended_action,risk_rank,top_5pct_flag
C000438,Synthetic Customer 0438,Munster,Mass Market,86869.67,0,L000438,16720.15,0.8672,0,0,86886.58,77215.36,0.8887,44.5,Medium,Digital budgeting nudge,153,0
C000260,Synthetic Customer 0260,Munster,Mass Market,22000.0,0,L000260,4047.72,0.5514,30,1,22058.94,20648.98,0.9361,44.5,Medium,Digital budgeting nudge,154,0
C000431,Synthetic Customer 0431,Ulster (ROI),Mass Market,34376.88,1,L000431,21862.09,0.7061,0,0,34953.43,36157.41,1.0344,44.1,Medium,Digital budgeting nudge,155,0
C000745,Synthetic Customer 0745,Connacht,Mass Market,28830.3,0,L000745,3856.74,0.657,15,1,28553.28,24477.81,0.8573,44.1,Medium,Digital budgeting nudge,156,0
C000338,Synthetic Customer 0338,Munster,Mass Market,44615.27,0,L000338,3117.8,0.6612,15,1,46237.66,38248.3,0.8272,44.0,Medium,Digital budgeting nudge,157,0
C000910,Synthetic Customer 0910,Dublin,Mass Market,54820.95,1,L000910,16895.97,0.7161,0,0,53914.2,52412.16,0.9721,43.9,Medium,Digital budgeting nudge,158,0
C000086,Synthetic Customer 0086,Dublin,Mass Market,36487.87,0,L000086,11404.72,0.3502,60,1,35850.37,31106.76,0.8677,43.8,Medium,Digital budgeting nudge,159,0
C000229,Synthetic Customer 0229,Dublin,Emerging Affluent,55094.36,0,L000229,8812.89,0.5467,30,1,52848.32,46501.28,0.8799,43.8,Medium,Digital budgeting nudge,160,0
C000854,Synthetic Customer 0854,Munster,Affluent,46993.51,1,L000854,1889.25,0.6942,0,0,46641.0,48592.31,1.0418,43.6,Medium,Digital budgeting nudge,161,0
C000921,Synthetic Customer 0921,Connacht,Mass Market,40132.95,0,L000921,8117.29,0.8246,0,0,40516.73,39667.22,0.979,43.5,Medium,Digital budgeting nudge,162,0
C000439,Synthetic Customer 0439,Dublin,Mass Market,22000.0,0,L000439,25836.79,0.3253,60,1,22769.42,21473.58,0.9431,43.4,Medium,Digital budgeting nudge,163,0
C000388,Synthetic Customer 0388,Leinster,Mass Market,29866.92,0,L000388,12263.21,0.424,45,1,29562.15,27504.67,0.9304,43.3,Medium,Digital budgeting nudge,164,0
C000363,Synthetic Customer 0363,Ulster (ROI),Mass Market,37195.52,0,L000363,5718.86,0.4281,45,1,37988.08,33429.5,0.88,43.0,Medium,Digital budgeting nudge,165,0
C000405,Synthetic Customer 0405,Connacht,Mass Market,22000.0,0,L000405,4421.99,0.8216,0,0,22596.72,21080.97,0.9329,43.0,Medium,Digital budgeting nudge,166,0
C000174,Synthetic Customer 0174,Connacht,Mass Market,23463.25,1,L000174,10470.34,0.2509,30,2,22823.76,28463.8,1.2471,42.9,Medium,Digital budgeting nudge,167,0
C000887,Synthetic Customer 0887,Connacht,Emerging Affluent,32741.44,0,L000887,10418.78,0.6251,15,1,32191.34,27775.3,0.8628,42.8,Medium,Digital budgeting nudge,168,0
C000978,Synthetic Customer 0978,Connacht,Mass Market,36125.01,0,L000978,5901.85,0.6218,15,1,35652.33,31458.0,0.8824,42.8,Medium,Digital budgeting nudge,169,0
C000917,Synthetic Customer 0917,Connacht,Emerging Affluent,23631.87,0,L000917,1825.0,0.8094,0,0,24138.02,23205.75,0.9614,42.7,Medium,Digital budgeting nudge,170,0
C000096,Synthetic Customer 0096,Dublin,Mass Market,54171.09,0,L000096,11894.91,0.8204,0,0,52311.11,46939.26,0.8973,42.6,Medium,Digital budgeting nudge,171,0
C000699,Synthetic Customer 0699,Dublin,Mass Market,27923.26,0,L000699,8691.88,0.7079,0,1,28868.13,26703.48,0.925,42.6,Medium,Digital budgeting nudge,172,0
C000265,Synthetic Customer 0265,Leinster,Mass Market,32381.72,0,L000265,7141.73,0.836,0,0,33454.52,27245.49,0.8144,42.5,Medium,Digital budgeting nudge,173,0
C000313,Synthetic Customer 0313,Leinster,Mass Market,34658.4,0,L000313,12488.6,0.8245,0,0,34858.77,29612.71,0.8495,42.4,Medium,Digital budgeting nudge,174,0
C000416,Synthetic Customer 0416,Leinster,Mass Market,23137.63,0,L000416,12409.1,0.2044,60,2,22663.6,20238.17,0.893,42.4,Medium,Digital budgeting nudge,175,0
C000163,Synthetic Customer 0163,Leinster,Mass Market,33565.3,0,L000163,6007.34,0.208,60,2,32170.84,28184.56,0.8761,42.4,Medium,Digital budgeting nudge,176,0
C000453,Synthetic Customer 0453,Munster,Mass Market,37211.77,0,L000453,5981.14,0.7954,0,0,37622.15,36210.01,0.9625,42.2,Medium,Digital budgeting nudge,177,0
C000865,Synthetic Customer 0865,Ulster (ROI),Mass Market,32059.04,1,L000865,5245.88,0.6553,0,0,33545.98,35548.85,1.0597,42.2,Medium,Digital budgeting nudge,178,0
C000784,Synthetic Customer 0784,Connacht,Affluent,48973.98,1,L000784,6581.3,0.6585,0,0,47440.0,49249.99,1.0382,42.1,Medium,Digital budgeting nudge,179,0
C000071,Synthetic Customer 0071,Munster,Mass Market,24696.73,1,L000071,12141.21,0.6423,0,0,24630.32,29065.98,1.1801,42.0,Medium,Digital budgeting nudge,180,0
C000240,Synthetic Customer 0240,Munster,Affluent,58499.58,1,L000240,10477.56,0.6734,0,0,57760.47,55255.05,0.9566,42.0,Medium,Digital budgeting nudge,181,0
C000155,Synthetic Customer 0155,Leinster,Mass Market,30486.06,0,L000155,5579.87,0.7968,0,0,29526.13,27349.99,0.9263,41.9,Medium,Digital budgeting nudge,182,0
C000394,Synthetic Customer 0394,Dublin,Mass Market,45810.59,1,L000394,6471.83,0.5506,0,1,46355.82,46745.85,1.0084,41.8,Medium,Digital budgeting nudge,183,0
C000590,Synthetic Customer 0590,Munster,Emerging Affluent,22000.0,0,L000590,31142.22,0.3686,45,1,22301.34,22708.02,1.0182,41.7,Medium,Digital budgeting nudge,184,0
C000065,Synthetic Customer 0065,Connacht,Affluent,37651.75,0,L000065,20992.95,0.1937,60,2,36999.41,31795.72,0.8594,41.6,Medium,Digital budgeting nudge,185,0
C000474,Synthetic Customer 0474,Munster,Mass Market,22210.13,0,L000474,32454.06,0.4983,30,1,21712.64,18347.44,0.845,41.4,Medium,Digital budgeting nudge,186,0
C000513,Synthetic Customer 0513,Leinster,Affluent,50399.19,0,L000513,23834.11,0.7764,0,0,50341.61,48792.27,0.9692,41.4,Medium,Digital budgeting nudge,187,0
C000888,Synthetic Customer 0888,Leinster,Mass Market,107655.16,0,L000888,8085.03,0.7711,0,0,116026.26,114552.27,0.9873,41.4,Medium,Digital budgeting nudge,188,0
C000649,Synthetic Customer 0649,Ulster (ROI),Mass Market,46868.17,0,L000649,28323.61,0.1485,60,2,45110.12,46389.94,1.0284,41.3,Medium,Digital budgeting nudge,189,0
C000844,Synthetic Customer 0844,Munster,Emerging Affluent,29950.86,0,L000844,2386.87,0.2784,60,1,30210.29,27862.47,0.9223,41.2,Medium,Digital budgeting nudge,190,0
C000635,Synthetic Customer 0635,Leinster,Emerging Affluent,36526.56,0,L000635,2271.17,0.7833,0,0,35552.2,32438.45,0.9124,41.2,Medium,Digital budgeting nudge,191,0
C000926,Synthetic Customer 0926,Munster,Mass Market,36361.74,0,L000926,36921.8,0.3752,45,1,35756.45,32462.23,0.9079,41.0,Medium,Digital budgeting nudge,192,0
C000185,Synthetic Customer 0185,Dublin,Emerging Affluent,27319.53,0,L000185,12049.57,0.4772,30,1,26290.37,23517.07,0.8945,41.0,Medium,Digital budgeting nudge,193,0
C000153,Synthetic Customer 0153,Dublin,Emerging Affluent,24024.62,1,L000153,11214.47,0.6193,0,0,23531.0,27266.85,1.1588,41.0,Medium,Digital budgeting nudge,194,0
C000525,Synthetic Customer 0525,Munster,Emerging Affluent,30731.83,0,L000525,9658.04,0.461,0,3,30581.18,27271.57,0.8918,41.0,Medium,Digital budgeting nudge,195,0
C000684,Synthetic Customer 0684,Munster,Mass Market,22000.0,0,L000684,3575.21,0.3564,0,4,22619.23,19911.1,0.8803,41.0,Medium,Digital budgeting nudge,196,0
C000947,Synthetic Customer 0947,Munster,Mass Market,61268.35,1,L000947,16433.23,0.6464,0,0,62685.71,60315.66,0.9622,40.9,Medium,Digital budgeting nudge,197,0
C000899,Synthetic Customer 0899,Dublin,Mass Market,36588.28,0,L000899,9130.34,0.7682,0,0,38269.87,36448.58,0.9524,40.9,Medium,Digital budgeting nudge,198,0
C000933,Synthetic Customer 0933,Leinster,Mass Market,31063.19,0,L000933,2584.96,0.5752,15,1,31044.42,27654.07,0.8908,40.9,Medium,Digital budgeting nudge,199,0
C000107,Synthetic Customer 0107,Leinster,Mass Market,53682.35,0,L000107,25248.07,0.3683,30,2,54419.65,48073.67,0.8834,40.8,Medium,Digital budgeting nudge,200,0
C000797,Synthetic Customer 0797,Leinster,Emerging Affluent,24973.91,0,L000797,17625.18,0.7822,0,0,24689.03,21673.38,0.8779,40.8,Medium,Digital budgeting nudge,201,0
C000066,Synthetic Customer 0066,Dublin,Mass Market,50681.46,0,L000066,8475.53,0.4485,0,3,52792.38,49249.03,0.9329,40.8,Medium,Digital budgeting nudge,202,0
C000612,Synthetic Customer 0612,Connacht,Emerging Affluent,74835.1,0,L000612,5984.96,0.6748,0,1,72969.47,64024.46,0.8774,40.8,Medium,Digital budgeting nudge,203,0
C000653,Synthetic Customer 0653,Ulster (ROI),Mass Market,40823.32,0,L000653,5594.25,0.7872,0,0,40644.86,34775.03,0.8556,40.8,Medium,Digital budgeting nudge,204,0
C000680,Synthetic Customer 0680,Munster,Mass Market,64284.95,0,L000680,32638.18,0.773,0,0,62970.11,57343.81,0.9107,40.7,Medium,Digital budgeting nudge,205,0
C000963,Synthetic Customer 0963,Dublin,Mass Market,22000.0,0,L000963,28159.06,0.452,30,1,21487.05,20815.81,0.9688,40.6,Medium,Digital budgeting nudge,206,0
C000211,Synthetic Customer 0211,Connacht,Mass Market,52705.1,0,L000211,22268.76,0.3593,45,1,52783.77,49628.88,0.9402,40.6,Medium,Digital budgeting nudge,207,0
C000180,Synthetic Customer 0180,Leinster,Mass Market,22000.0,0,L000180,7756.63,0.3617,45,1,21837.19,20187.52,0.9245,40.6,Medium,Digital budgeting nudge,208,0
C000912,Synthetic Customer 0912,Dublin,Mass Market,36318.04,0,L000912,16629.39,0.7676,0,0,36988.92,33194.52,0.8974,40.4,Medium,Digital budgeting nudge,209,0
C000829,Synthetic Customer 0829,Dublin,Mass Market,36022.52,0,L000829,6873.85,0.5491,15,1,36231.03,34592.21,0.9548,40.4,Medium,Digital budgeting nudge,210,0
C000030,Synthetic Customer 0030,Dublin,Emerging Affluent,60408.54,0,L000030,32006.53,0.7686,0,0,59565.84,52270.63,0.8775,40.3,Medium,Digital budgeting nudge,211,0
C000727,Synthetic Customer 0727,Dublin,Mass Market,36975.33,0,L000727,18768.55,0.7742,0,0,36347.98,31065.07,0.8547,40.3,Medium,Digital budgeting nudge,212,0
C000560,Synthetic Customer 0560,Leinster,Mass Market,22000.0,0,L000560,6551.99,0.4639,30,1,22414.14,19636.38,0.8761,40.3,Medium,Digital budgeting nudge,213,0
C000868,Synthetic Customer 0868,Dublin,Mass Market,49144.67,0,L000868,6143.91,0.7499,0,0,49110.16,47465.06,0.9665,40.3,Medium,Digital budgeting nudge,214,0
C000515,Synthetic Customer 0515,Leinster,Mass Market,22000.0,0,L000515,12218.83,0.7616,0,0,21877.39,19842.73,0.907,40.2,Medium,Digital budgeting nudge,215,0
C000310,Synthetic Customer 0310,Dublin,Emerging Affluent,52467.1,0,L000310,14043.36,0.7566,0,0,52601.52,48066.8,0.9138,40.1,Medium,Digital budgeting nudge,216,0
C000698,Synthetic Customer 0698,Dublin,Mass Market,51626.86,0,L000698,2601.87,0.2491,60,1,51779.04,47616.95,0.9196,40.0,Medium,Digital budgeting nudge,217,0
C000468,Synthetic Customer 0468,Ulster (ROI),Mass Market,38583.75,1,L000468,12206.28,0.5966,0,0,37287.07,40178.32,1.0775,39.9,Low,Maintain and monitor,218,0
C000400,Synthetic Customer 0400,Dublin,Mass Market,67901.05,1,L000400,5573.08,0.5993,0,0,68821.19,73353.85,1.0659,39.9,Low,Maintain and monitor,219,0
C000085,Synthetic Customer 0085,Dublin,Emerging Affluent,41053.91,1,L000085,2148.73,0.5908,0,0,39463.85,42985.32,1.0892,39.7,Low,Maintain and monitor,220,0
C000550,Synthetic Customer 0550,Dublin,Mass Market,39834.22,0,L000550,10927.45,0.7477,0,0,39009.92,35035.54,0.8981,39.6,Low,Maintain and monitor,221,0
C000157,Synthetic Customer 0157,Ulster (ROI),Affluent,37088.8,0,L000157,9690.43,0.7483,0,0,36779.95,33141.04,0.9011,39.6,Low,Maintain and monitor,222,0
C000808,Synthetic Customer 0808,Leinster,Mass Market,62066.4,0,L000808,5028.42,0.7478,0,0,60104.8,53897.45,0.8967,39.6,Low,Maintain and monitor,223,0
C000913,Synthetic Customer 0913,Dublin,Mass Market,28993.47,0,L000913,3379.06,0.7535,0,0,28275.44,24698.57,0.8735,39.6,Low,Maintain and monitor,224,0
C000569,Synthetic Customer 0569,Munster,Emerging Affluent,22000.0,0,L000569,31400.25,0.3285,45,1,21508.18,20561.57,0.956,39.5,Low,Maintain and monitor,225,0
C000141,Synthetic Customer 0141,Dublin,Mass Market,50926.43,0,L000141,13934.72,0.7438,0,0,50441.19,45555.96,0.9031,39.5,Low,Maintain and monitor,226,0
C000646,Synthetic Customer 0646,Leinster,Mass Market,26078.19,0,L000646,5903.81,0.7667,0,0,25922.37,20801.56,0.8025,39.5,Low,Maintain and monitor,227,0
C000879,Synthetic Customer 0879,Munster,Mass Market,70957.73,0,L000879,7108.23,0.7277,0,0,70810.03,69087.7,0.9757,39.4,Low,Maintain and monitor,228,0
C000938,Synthetic Customer 0938,Connacht,Emerging Affluent,33052.62,0,L000938,5362.97,0.7243,0,0,33847.89,33430.89,0.9877,39.4,Low,Maintain and monitor,229,0
C000707,Synthetic Customer 0707,Connacht,Mass Market,38324.52,0,L000707,16373.05,0.4286,30,1,36955.9,34387.48,0.9305,39.3,Low,Maintain and monitor,230,0
C000662,Synthetic Customer 0662,Dublin,Emerging Affluent,79709.09,0,L000662,33930.77,0.312,45,1,80310.87,80141.62,0.9979,39.2,Low,Maintain and monitor,231,0
C000855,Synthetic Customer 0855,Ulster (ROI),Mass Market,40262.79,0,L000855,29815.33,0.7306,0,0,40504.99,37566.68,0.9275,39.1,Low,Maintain and monitor,232,0
C000683,Synthetic Customer 0683,Connacht,Mass Market,36279.71,1,L000683,20495.72,0.5834,0,0,36991.62,39161.89,1.0587,39.1,Low,Maintain and monitor,233,0
C000349,Synthetic Customer 0349,Dublin,Mass Market,92689.48,1,L000349,10910.47,0.5977,0,0,91322.99,90869.27,0.995,39.1,Low,Maintain and monitor,234,0
C000293,Synthetic Customer 0293,Connacht,Emerging Affluent,33122.2,0,L000293,28887.6,0.7396,0,0,32842.57,28760.85,0.8757,39.0,Low,Maintain and monitor,235,0
C000317,Synthetic Customer 0317,Dublin,Mass Market,42891.67,0,L000317,2957.01,0.7444,0,0,43944.87,37429.79,0.8517,39.0,Low,Maintain and monitor,236,0
C000281,Synthetic Customer 0281,Munster,Mass Market,42141.05,0,L000281,12326.28,0.4226,30,1,42562.27,38876.06,0.9134,38.9,Low,Maintain and monitor,237,0
C000936,Synthetic Customer 0936,Leinster,Mass Market,29835.26,0,L000936,7994.84,0.3149,45,1,28628.04,27406.84,0.9573,38.9,Low,Maintain and monitor,238,0
C000320,Synthetic Customer 0320,Ulster (ROI),Mass Market,41368.99,0,L000320,3081.28,0.7328,0,0,41497.15,37042.85,0.8927,38.9,Low,Maintain and monitor,239,0
C000877,Synthetic Customer 0877,Connacht,Emerging Affluent,41997.19,1,L000877,5595.97,0.58,0,0,43827.03,45566.3,1.0397,38.8,Low,Maintain and monitor,240,0
C000220,Synthetic Customer 0220,Dublin,Mass Market,43602.04,0,L000220,1539.84,0.7177,0,0,46105.32,43759.71,0.9491,38.8,Low,Maintain and monitor,241,0
C000554,Synthetic Customer 0554,Connacht,Emerging Affluent,23560.62,0,L000554,25123.89,0.2185,60,1,23443.35,21383.43,0.9121,38.6,Low,Maintain and monitor,242,0
C000676,Synthetic Customer 0676,Leinster,Mass Market,31586.99,0,L000676,16450.73,0.2293,60,1,32137.98,27587.67,0.8584,38.6,Low,Maintain and monitor,243,0
C000956,Synthetic Customer 0956,Leinster,Mass Market,23608.64,0,L000956,12599.51,0.4903,15,1,23314.91,23914.7,1.0257,38.6,Low,Maintain and monitor,244,0
C000589,Synthetic Customer 0589,Munster,Mass Market,30541.45,0,L000589,4135.46,0.3114,45,1,30661.49,28678.71,0.9353,38.6,Low,Maintain and monitor,245,0
C000531,Synthetic Customer 0531,Leinster,Mass Market,22000.0,0,L000531,10590.81,0.7147,0,0,22401.92,20923.23,0.934,38.5,Low,Maintain and monitor,246,0
C000333,Synthetic Customer 0333,Connacht,Affluent,58140.2,0,L000333,7305.03,0.2116,60,1,59390.15,55087.08,0.9275,38.5,Low,Maintain and monitor,247,0
C000689,Synthetic Customer 0689,Munster,Mass Market,22540.4,0,L000689,2891.64,0.7319,0,0,23200.11,19768.71,0.8521,38.5,Low,Maintain and monitor,248,0
C000893,Synthetic Customer 0893,Dublin,Affluent,65616.61,0,L000893,8212.01,0.7019,0,0,65180.57,64148.84,0.9842,38.4,Low,Maintain and monitor,249,0
C000919,Synthetic Customer 0919,Ulster (ROI),Mass Market,23430.78,0,L000919,6223.73,0.7125,0,0,23204.56,21726.65,0.9363,38.4,Low,Maintain and monitor,250,0
C000007,Synthetic Customer 0007,Munster,Affluent,22000.0,0,L000007,38591.65,0.7197,0,0,21031.6,18781.96,0.893,38.3,Low,Maintain and monitor,251,0
C000008,Synthetic Customer 0008,Ulster (ROI),Mass Market,49234.69,0,L000008,13819.61,0.5054,15,1,49577.62,46070.63,0.9293,38.3,Low,Maintain and monitor,252,0
C000059,Synthetic Customer 0059,Munster,Mass Market,59132.49,0,L000059,7339.77,0.7161,0,0,57511.13,51865.91,0.9018,38.3,Low,Maintain and monitor,253,0
C000843,Synthetic Customer 0843,Connacht,Mass Market,63062.39,0,L000843,6321.22,0.7247,0,0,59217.54,51293.03,0.8662,38.3,Low,Maintain and monitor,254,0
C000678,Synthetic Customer 0678,Leinster,Mass Market,41044.43,0,L000678,3333.25,0.2905,45,1,40902.18,41152.51,1.0061,38.3,Low,Maintain and monitor,255,0
C000873,Synthetic Customer 0873,Ulster (ROI),Mass Market,39082.07,0,L000873,20173.78,0.2163,60,1,38649.96,33812.7,0.8748,38.2,Low,Maintain and monitor,256,0
C000183,Synthetic Customer 0183,Connacht,Emerging Affluent,22471.75,0,L000183,16179.78,0.7076,0,0,22360.47,20743.68,0.9277,38.2,Low,Maintain and monitor,257,0
C000617,Synthetic Customer 0617,Ulster (ROI),Affluent,65522.95,1,L000617,10879.7,0.5731,0,0,65176.63,64568.59,0.9907,38.1,Low,Maintain and monitor,258,0
C000582,Synthetic Customer 0582,Munster,Mass Market,49077.57,0,L000582,1552.23,0.5055,15,1,47546.95,43063.98,0.9057,38.1,Low,Maintain and monitor,259,0
C000681,Synthetic Customer 0681,Leinster,Mass Market,52274.54,0,L000681,5119.75,0.584,0,1,50642.65,49808.29,0.9835,38.0,Low,Maintain and monitor,260,0
C000233,Synthetic Customer 0233,Ulster (ROI),Emerging Affluent,38011.7,1,L000233,34076.86,0.3445,15,1,41041.31,44040.96,1.0731,37.9,Low,Maintain and monitor,261,0
C000215,Synthetic Customer 0215,Leinster,Mass Market,56907.8,0,L000215,16122.98,0.7012,0,0,56887.88,52705.1,0.9265,37.9,Low,Maintain and monitor,262,0
C000828,Synthetic Customer 0828,Munster,Mass Market,39348.32,0,L000828,7545.75,0.2,60,1,39176.69,36004.69,0.919,37.9,Low,Maintain and monitor,263,0
C000143,Synthetic Customer 0143,Connacht,Mass Market,22000.0,0,L000143,13756.76,0.2723,30,2,21680.04,21423.34,0.9882,37.8,Low,Maintain and monitor,264,0
C000446,Synthetic Customer 0446,Dublin,Mass Market,47602.27,0,L000446,10493.43,0.7023,0,0,47205.13,42796.3,0.9066,37.7,Low,Maintain and monitor,265,0
C000901,Synthetic Customer 0901,Connacht,Mass Market,29074.19,0,L000901,5616.08,0.702,0,0,29659.68,26726.05,0.9011,37.7,Low,Maintain and monitor,266,0
C000031,Synthetic Customer 0031,Dublin,Affluent,22000.0,0,L000031,4155.4,0.2959,45,1,21366.97,19414.84,0.9086,37.7,Low,Maintain and monitor,267,0
C000485,Synthetic Customer 0485,Dublin,Affluent,22000.0,1,L000485,21730.89,0.539,0,0,21561.72,24770.02,1.1488,37.6,Low,Maintain and monitor,268,0
C000886,Synthetic Customer 0886,Munster,Emerging Affluent,30524.4,0,L000886,15646.22,0.6825,0,0,30470.85,29717.93,0.9753,37.5,Low,Maintain and monitor,269,0
C000801,Synthetic Customer 0801,Dublin,Mass Market,37791.3,1,L000801,8282.61,0.4315,0,1,36799.56,40027.7,1.0877,37.5,Low,Maintain and monitor,270,0
C000966,Synthetic Customer 0966,Dublin,Emerging Affluent,24111.86,0,L000966,4675.5,0.7009,0,0,24029.16,21314.29,0.887,37.5,Low,Maintain and monitor,271,0
C000121,Synthetic Customer 0121,Leinster,Mass Market,22000.0,0,L000121,3547.94,0.6922,0,0,21536.3,20038.26,0.9304,37.5,Low,Maintain and monitor,272,0
C000069,Synthetic Customer 0069,Dublin,Mass Market,55348.02,1,L000069,41432.43,0.5372,0,0,52995.79,57354.51,1.0822,37.4,Low,Maintain and monitor,273,0
C000722,Synthetic Customer 0722,Dublin,Emerging Affluent,29998.76,0,L000722,6196.9,0.6987,0,0,29212.39,25730.83,0.8808,37.4,Low,Maintain and monitor,274,0
C000713,Synthetic Customer 0713,Munster,Mass Market,33667.35,0,L000713,19773.57,0.7095,0,0,33151.65,27381.37,0.8259,37.3,Low,Maintain and monitor,275,0
C000384,Synthetic Customer 0384,Dublin,Emerging Affluent,70121.32,0,L000384,11519.56,0.2708,45,1,67897.89,66965.05,0.9863,37.3,Low,Maintain and monitor,276,0
C000715,Synthetic Customer 0715,Leinster,Mass Market,37825.89,0,L000715,6386.68,0.4676,15,1,37135.01,36296.84,0.9774,37.2,Low,Maintain and monitor,277,0
C000187,Synthetic Customer 0187,Leinster,Mass Market,47311.38,1,L000187,23720.25,0.5525,0,0,45425.71,44552.7,0.9808,37.1,Low,Maintain and monitor,278,0
C000500,Synthetic Customer 0500,Leinster,Mass Market,33296.29,0,L000500,7625.74,0.6857,0,0,32960.45,29926.98,0.908,37.1,Low,Maintain and monitor,279,0
C000249,Synthetic Customer 0249,Dublin,Mass Market,64092.24,0,L000249,3582.25,0.3897,30,1,63862.81,55452.42,0.8683,37.1,Low,Maintain and monitor,280,0
C000133,Synthetic Customer 0133,Leinster,Emerging Affluent,29203.57,0,L000133,2807.17,0.6971,0,0,30083.51,25861.67,0.8597,37.1,Low,Maintain and monitor,281,0
C000256,Synthetic Customer 0256,Ulster (ROI),Mass Market,86772.67,1,L000256,32830.22,0.5658,0,0,86851.63,78337.54,0.902,37.0,Low,Maintain and monitor,282,0
C000150,Synthetic Customer 0150,Dublin,Mass Market,62219.6,0,L000150,21075.24,0.6875,0,0,61933.63,55363.55,0.8939,37.0,Low,Maintain and monitor,283,0
C000742,Synthetic Customer 0742,Dublin,Emerging Affluent,41214.25,0,L000742,12198.47,0.656,0,0,43390.11,44925.57,1.0354,37.0,Low,Maintain and monitor,284,0
C000636,Synthetic Customer 0636,Leinster,Emerging Affluent,28194.08,0,L000636,9240.71,0.1921,60,1,28290.09,24136.69,0.8532,37.0,Low,Maintain and monitor,285,0
C000123,Synthetic Customer 0123,Dublin,Mass Market,29390.25,0,L000123,1480.98,0.4671,15,1,28336.06,27237.07,0.9612,37.0,Low,Maintain and monitor,286,0
C000079,Synthetic Customer 0079,Dublin,Mass Market,22000.0,0,L000079,1508.3,0.6781,0,0,22068.91,20457.17,0.927,36.9,Low,Maintain and monitor,287,0
C000833,Synthetic Customer 0833,Dublin,Mass Market,42331.82,0,L000833,10317.4,0.673,0,0,42739.48,40292.7,0.9428,36.8,Low,Maintain and monitor,288,0
C000444,Synthetic Customer 0444,Leinster,Mass Market,32354.75,0,L000444,1181.31,0.2676,45,1,33712.31,31695.29,0.9402,36.8,Low,Maintain and monitor,289,0
C000494,Synthetic Customer 0494,Connacht,Mass Market,41089.47,0,L000494,11383.57,0.6848,0,0,41932.53,36768.06,0.8768,36.7,Low,Maintain and monitor,290,0
C000314,Synthetic Customer 0314,Leinster,Emerging Affluent,22568.72,0,L000314,14804.07,0.6659,0,0,22579.38,21522.02,0.9532,36.6,Low,Maintain and monitor,291,0
C000728,Synthetic Customer 0728,Leinster,Mass Market,49127.57,0,L000728,4065.36,0.3709,30,1,45560.41,41095.36,0.902,36.6,Low,Maintain and monitor,292,0
C000611,Synthetic Customer 0611,Munster,Mass Market,26633.51,0,L000611,25295.42,0.6866,0,0,25829.66,21815.42,0.8446,36.5,Low,Maintain and monitor,293,0
C000139,Synthetic Customer 0139,Dublin,Emerging Affluent,30553.71,0,L000139,18945.74,0.6806,0,0,31094.39,27099.91,0.8715,36.5,Low,Maintain and monitor,294,0
C000558,Synthetic Customer 0558,Leinster,Mass Market,78039.47,0,L000558,12053.78,0.6752,0,0,77327.03,68914.61,0.8912,36.5,Low,Maintain and monitor,295,0
C000811,Synthetic Customer 0811,Leinster,Mass Market,22000.0,0,L000811,38548.38,0.2715,45,1,21854.49,19164.94,0.8769,36.4,Low,Maintain and monitor,296,0
C000137,Synthetic Customer 0137,Connacht,Mass Market,22000.0,0,L000137,6452.83,0.2707,45,1,22029.53,19426.39,0.8818,36.4,Low,Maintain and monitor,297,0
C000593,Synthetic Customer 0593,Dublin,Emerging Affluent,26903.46,0,L000593,1436.94,0.2739,45,1,26337.9,22825.26,0.8666,36.4,Low,Maintain and monitor,298,0
C000776,Synthetic Customer 0776,Dublin,Emerging Affluent,119279.03,0,L000776,10280.19,0.6604,0,0,123708.12,115987.92,0.9376,36.3,Low,Maintain and monitor,299,0
C000239,Synthetic Customer 0239,Leinster,Mass Market,47305.18,0,L000239,9463.64,0.2678,45,1,46249.96,41002.08,0.8865,36.3,Low,Maintain and monitor,300,0
C000195,Synthetic Customer 0195,Dublin,Mass Market,44775.49,1,L000195,3932.96,0.519,0,0,43989.7,46025.85,1.0463,36.3,Low,Maintain and monitor,301,0
C000210,Synthetic Customer 0210,Ulster (ROI),Mass Market,56332.54,0,L000210,30394.96,0.3559,30,1,52956.49,48939.69,0.9241,36.2,Low,Maintain and monitor,302,0
C000386,Synthetic Customer 0386,Munster,Mass Market,38791.85,0,L000386,11306.13,0.665,0,0,39445.15,35737.37,0.906,36.2,Low,Maintain and monitor,303,0
C000863,Synthetic Customer 0863,Dublin,Affluent,30079.56,0,L000863,3682.84,0.6876,0,0,29042.16,23261.38,0.801,36.2,Low,Maintain and monitor,304,0
C000112,Synthetic Customer 0112,Leinster,Affluent,24109.28,0,L000112,10586.96,0.6555,0,0,25235.65,23776.16,0.9422,36.1,Low,Maintain and monitor,305,0
C000523,Synthetic Customer 0523,Dublin,Mass Market,33236.12,0,L000523,31802.31,0.6625,0,0,33478.63,30219.81,0.9027,36.0,Low,Maintain and monitor,306,0
C000661,Synthetic Customer 0661,Munster,Mass Market,30892.76,0,L000661,3824.16,0.6612,0,0,30894.39,27800.32,0.8999,36.0,Low,Maintain and monitor,307,0
C000932,Synthetic Customer 0932,Munster,Emerging Affluent,41452.3,0,L000932,30441.19,0.2561,45,1,43027.29,38654.78,0.8984,35.9,Low,Maintain and monitor,308,0
